Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Default,LoanID,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner
20.0,72971.0,124379.0,405.0,59.0,4.0,5.37,36.0,0.62,0.0,10GOAO49DH,High School,Unemployed,Divorced,No,Yes,Auto,Yes
69.0,123554.0,70418.0,636.0,16.0,2.0,8.09,12.0,0.37,0.0,6RU7CMPF3D,Bachelor's,Full-time,Single,No,No,Business,No
66.0,27365.0,90475.0,517.0,77.0,1.0,24.91,24.0,0.24,0.0,DK00DIA5ZW,High School,Unemployed,Divorced,Yes,No,Education,No
43.0,104427.0,204506.0,593.0,44.0,3.0,18.13,24.0,0.59,0.0,KWWKJMXB4M,High School,Self-employed,Single,Yes,No,Business,No
60.0,89462.0,173909.0,385.0,74.0,2.0,8.93,24.0,0.57,0.0,ZRPR32EWOX,Master's,Full-time,Divorced,Yes,Yes,Other,No
18.0,18218.0,18391.0,686.0,0.0,3.0,16.37,36.0,0.15,0.0,AVOP2DGKCX,High School,Full-time,Married,Yes,No,Other,No
69.0,42638.0,120899.0,746.0,83.0,1.0,6.61,36.0,0.63,0.0,VJOXH0WFJL,High School,Part-time,Divorced,No,No,Education,No
46.0,16084.0,231583.0,363.0,38.0,2.0,3.31,48.0,0.73,0.0,CIS91LA5OM,High School,Self-employed,Single,Yes,Yes,Business,No
41.0,135968.0,205834.0,464.0,65.0,3.0,22.69,12.0,0.35,0.0,PM7S4RNT6J,High School,Part-time,Single,Yes,Yes,Auto,No
41.0,114982.0,175830.0,539.0,48.0,1.0,4.2,12.0,0.17,0.0,3PKM3R5NFO,Bachelor's,Self-employed,Single,No,Yes,Business,Yes
54.0,26019.0,221429.0,691.0,2.0,2.0,9.66,60.0,0.85,0.0,EEFBU7P06R,PhD,Unemployed,Divorced,Yes,Yes,Home,Yes
29.0,140170.0,77444.0,725.0,87.0,3.0,7.2,60.0,0.28,0.0,MTXOO6U665,PhD,Unemployed,Divorced,Yes,Yes,Home,Yes
63.0,61798.0,226068.0,432.0,85.0,1.0,11.09,24.0,0.67,0.0,7YW9Y6TVY6,PhD,Part-time,Divorced,No,Yes,Home,Yes
46.0,69570.0,30331.0,643.0,43.0,1.0,12.88,24.0,0.22,0.0,NFEX3LW39H,High School,Part-time,Single,Yes,Yes,Other,Yes
33.0,120294.0,56427.0,546.0,114.0,4.0,10.16,24.0,0.7,0.0,VKRNXHEXNX,Bachelor's,Full-time,Married,Yes,Yes,Home,Yes
41.0,41536.0,233151.0,828.0,90.0,4.0,13.78,24.0,0.68,1.0,NJWDN3U5G7,Bachelor's,Unemployed,Married,No,No,Auto,No
66.0,62604.0,154427.0,767.0,84.0,3.0,11.56,60.0,0.68,0.0,FF75O85MBL,High School,Full-time,Divorced,No,No,Other,Yes
41.0,108745.0,223873.0,340.0,101.0,2.0,11.04,36.0,0.68,1.0,XMU1IOO57U,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No
43.0,137461.0,215372.0,833.0,58.0,2.0,24.24,36.0,0.16,1.0,L7F14R9WPW,PhD,Part-time,Single,No,No,Education,Yes
37.0,142878.0,56372.0,475.0,56.0,2.0,19.21,60.0,0.25,0.0,JPM822X5XW,High School,Unemployed,Single,Yes,No,Auto,No
50.0,101393.0,55269.0,780.0,26.0,2.0,14.6,60.0,0.45,0.0,HJ4XOCQX1C,PhD,Full-time,Married,No,No,Other,No
64.0,71772.0,65771.0,372.0,112.0,1.0,8.47,48.0,0.18,0.0,YEVR37776Y,High School,Self-employed,Single,No,No,Auto,Yes
40.0,109333.0,202411.0,805.0,107.0,4.0,18.17,24.0,0.41,0.0,CZBKWLHPGW,PhD,Self-employed,Single,No,No,Auto,Yes
63.0,84955.0,75596.0,308.0,51.0,1.0,3.24,60.0,0.78,0.0,OWHYAVRFJR,PhD,Full-time,Single,No,Yes,Home,Yes
63.0,102725.0,192300.0,511.0,61.0,3.0,23.86,24.0,0.83,0.0,VBLEBJ8S2D,Master's,Unemployed,Married,No,Yes,Other,No
60.0,78666.0,97439.0,684.0,83.0,1.0,10.68,60.0,0.83,0.0,2M5B5YNPAM,Bachelor's,Part-time,Divorced,Yes,Yes,Home,Yes
65.0,83652.0,58652.0,703.0,4.0,2.0,22.65,36.0,0.36,0.0,XHLYJYD9O0,High School,Part-time,Married,No,Yes,Other,No
68.0,70595.0,113570.0,686.0,64.0,4.0,8.89,12.0,0.36,0.0,YCP0R29572,PhD,Full-time,Married,No,No,Auto,No
64.0,62956.0,145558.0,769.0,52.0,2.0,13.61,12.0,0.76,0.0,QBDS6IAYCN,High School,Self-employed,Single,Yes,Yes,Other,Yes
47.0,129494.0,123047.0,430.0,8.0,2.0,23.82,60.0,0.27,0.0,1LHURNW0LY,Bachelor's,Part-time,Single,No,Yes,Auto,No
55.0,129252.0,154701.0,592.0,92.0,4.0,12.59,36.0,0.75,0.0,H9JV4JZ1XN,Bachelor's,Full-time,Single,Yes,No,Auto,Yes
29.0,122600.0,243588.0,538.0,22.0,2.0,3.12,60.0,0.7,0.0,DFU0V9W9S3,Bachelor's,Unemployed,Single,Yes,No,Home,No
63.0,28231.0,85197.0,696.0,13.0,2.0,8.65,60.0,0.52,0.0,SV9YK15KSV,Master's,Part-time,Married,Yes,No,Business,Yes
32.0,52075.0,71986.0,571.0,104.0,4.0,5.04,48.0,0.8,0.0,LVPRIG3QN5,PhD,Unemployed,Single,No,Yes,Auto,Yes
27.0,140898.0,79046.0,316.0,41.0,2.0,4.03,36.0,0.21,0.0,8MAXSZ0N7V,Master's,Self-employed,Divorced,No,Yes,Other,No
34.0,72346.0,74037.0,688.0,31.0,1.0,22.96,12.0,0.86,1.0,8TKGQOUJOZ,Bachelor's,Part-time,Married,Yes,No,Home,Yes
56.0,139173.0,135201.0,434.0,24.0,2.0,18.57,60.0,0.28,0.0,G9UZKNL45N,Master's,Unemployed,Single,Yes,Yes,Auto,Yes
20.0,131264.0,119169.0,412.0,108.0,2.0,13.43,36.0,0.61,0.0,DLZ632R61F,High School,Self-employed,Divorced,No,No,Business,Yes
54.0,135347.0,152834.0,428.0,80.0,3.0,21.95,60.0,0.46,0.0,TOWZE6IUE2,PhD,Full-time,Divorced,Yes,No,Other,Yes
52.0,41153.0,5145.0,462.0,46.0,4.0,9.02,12.0,0.24,0.0,LCPVS4MQOD,Bachelor's,Self-employed,Married,Yes,No,Auto,Yes
57.0,45465.0,195323.0,605.0,41.0,1.0,8.87,48.0,0.84,0.0,A0GYSZ1T81,Bachelor's,Full-time,Divorced,Yes,Yes,Business,No
55.0,87425.0,199336.0,709.0,110.0,4.0,7.32,12.0,0.9,0.0,9K49U52MYT,High School,Part-time,Married,No,Yes,Business,Yes
33.0,129492.0,94913.0,586.0,100.0,2.0,9.29,24.0,0.17,0.0,513P114CE4,PhD,Part-time,Single,Yes,Yes,Education,Yes
27.0,145630.0,37735.0,765.0,63.0,3.0,23.39,36.0,0.59,1.0,WRMOBT9YR7,Bachelor's,Part-time,Divorced,Yes,Yes,Business,Yes
21.0,145043.0,208083.0,353.0,57.0,3.0,9.65,12.0,0.59,1.0,WG0YYDSE7R,PhD,Self-employed,Single,Yes,Yes,Home,No
29.0,97800.0,101903.0,832.0,12.0,3.0,6.91,60.0,0.42,0.0,5Y3VGJB0KZ,PhD,Full-time,Single,No,No,Business,No
36.0,111622.0,116313.0,810.0,104.0,2.0,15.62,48.0,0.59,0.0,1KYOPOFPSP,Bachelor's,Part-time,Married,No,Yes,Business,Yes
50.0,89376.0,191758.0,774.0,24.0,3.0,8.3,24.0,0.79,0.0,KSDVJBK6WI,PhD,Self-employed,Single,Yes,No,Auto,No
33.0,114801.0,152062.0,806.0,61.0,1.0,24.94,24.0,0.33,0.0,WVYLR8PXIF,Master's,Full-time,Divorced,No,No,Other,Yes
56.0,75898.0,125893.0,772.0,22.0,1.0,19.44,48.0,0.28,0.0,737UIDCL34,Master's,Part-time,Divorced,Yes,Yes,Education,No
44.0,143110.0,100788.0,676.0,47.0,4.0,20.92,60.0,0.19,0.0,PZ4RDE0GX5,High School,Part-time,Married,Yes,No,Education,No
33.0,15019.0,172140.0,622.0,77.0,2.0,18.45,36.0,0.78,1.0,25WFMFX5YJ,Master's,Self-employed,Married,No,Yes,Home,No
60.0,76722.0,53423.0,611.0,43.0,2.0,8.44,24.0,0.67,0.0,09Y04GXE4K,High School,Full-time,Married,No,No,Home,No
22.0,44356.0,193429.0,712.0,110.0,1.0,13.93,24.0,0.78,0.0,0NZ18GQPGT,Master's,Unemployed,Married,Yes,No,Education,Yes
19.0,64769.0,74898.0,603.0,119.0,2.0,21.0,48.0,0.34,0.0,8UTVME0TFV,Bachelor's,Self-employed,Married,No,Yes,Education,No
43.0,28406.0,67993.0,394.0,80.0,2.0,22.62,36.0,0.65,0.0,3V60A924MT,High School,Self-employed,Divorced,No,No,Business,No
54.0,26087.0,233259.0,383.0,10.0,1.0,4.25,60.0,0.61,1.0,SNI253LYXL,Bachelor's,Full-time,Divorced,Yes,No,Auto,Yes
29.0,114768.0,31885.0,389.0,80.0,3.0,2.41,12.0,0.81,0.0,QLHCFOB4ZL,Bachelor's,Unemployed,Single,No,No,Business,Yes
69.0,68554.0,203206.0,697.0,15.0,3.0,18.71,36.0,0.76,0.0,7VYB15YJ5E,PhD,Unemployed,Married,Yes,Yes,Business,No
65.0,121967.0,112158.0,437.0,19.0,3.0,10.04,60.0,0.21,0.0,VPFVIQBDEU,PhD,Self-employed,Divorced,No,Yes,Education,Yes
64.0,130699.0,27876.0,744.0,58.0,2.0,13.91,60.0,0.23,0.0,EBXFL73YHL,Master's,Unemployed,Married,Yes,Yes,Business,Yes
21.0,77785.0,10349.0,425.0,56.0,3.0,4.5,48.0,0.14,1.0,A3XANLJD49,Master's,Self-employed,Divorced,Yes,No,Home,Yes
41.0,70215.0,177043.0,727.0,98.0,1.0,6.96,24.0,0.61,0.0,DABZ7LTAKL,High School,Unemployed,Divorced,Yes,Yes,Auto,Yes
68.0,87119.0,99690.0,528.0,21.0,3.0,2.98,36.0,0.81,0.0,8H617PSICA,High School,Full-time,Single,Yes,No,Auto,No
48.0,48850.0,65863.0,606.0,16.0,2.0,17.66,60.0,0.81,0.0,339R7L7W7W,High School,Self-employed,Divorced,No,No,Business,Yes
51.0,98692.0,90279.0,757.0,108.0,2.0,17.57,60.0,0.27,0.0,9XMFRPP5Q0,High School,Full-time,Married,No,Yes,Other,Yes
20.0,65226.0,177998.0,656.0,4.0,3.0,9.47,12.0,0.82,0.0,FXZF6JIUXV,Master's,Full-time,Divorced,No,Yes,Home,No
33.0,60484.0,116501.0,546.0,97.0,1.0,22.56,24.0,0.39,0.0,C9HJ0TLWH0,High School,Part-time,Married,No,Yes,Other,Yes
35.0,73739.0,28959.0,842.0,35.0,4.0,19.21,12.0,0.36,0.0,PFNWJPFCJ1,Bachelor's,Unemployed,Single,No,No,Education,No
54.0,127470.0,133376.0,487.0,42.0,2.0,11.04,24.0,0.68,0.0,JYMA5LUN11,High School,Full-time,Single,Yes,No,Business,Yes
43.0,44890.0,72255.0,764.0,102.0,3.0,8.92,24.0,0.38,0.0,3N24CTMEUF,Bachelor's,Self-employed,Single,No,Yes,Home,No
54.0,134253.0,87116.0,603.0,47.0,4.0,11.79,48.0,0.39,0.0,PEE51M9LB3,Master's,Self-employed,Single,Yes,No,Home,Yes
26.0,68420.0,74731.0,637.0,114.0,3.0,12.56,60.0,0.21,0.0,NU7L80QERM,Master's,Self-employed,Divorced,Yes,Yes,Other,No
23.0,117703.0,31217.0,484.0,45.0,1.0,3.93,48.0,0.15,0.0,8717T29XQT,High School,Unemployed,Married,Yes,Yes,Education,No
50.0,64802.0,28767.0,585.0,119.0,2.0,24.1,24.0,0.14,0.0,FZ9OPN6KOE,Master's,Unemployed,Single,No,No,Auto,No
61.0,68737.0,23471.0,443.0,52.0,4.0,23.18,36.0,0.64,0.0,0VNTYN74U2,Bachelor's,Part-time,Married,Yes,No,Education,No
49.0,137387.0,109009.0,636.0,46.0,1.0,12.8,12.0,0.55,0.0,29CWAU6XW5,Master's,Part-time,Divorced,No,No,Auto,Yes
31.0,107081.0,153561.0,319.0,101.0,4.0,16.2,24.0,0.84,0.0,GL6D6QV9HS,Bachelor's,Full-time,Married,No,Yes,Home,No
59.0,98347.0,104735.0,357.0,109.0,3.0,19.82,12.0,0.36,0.0,YFXK36OZB0,PhD,Unemployed,Married,No,Yes,Education,Yes
47.0,72812.0,163507.0,551.0,30.0,1.0,14.22,24.0,0.16,0.0,UVAP2AAWMJ,Bachelor's,Part-time,Single,Yes,Yes,Education,Yes
24.0,39053.0,120733.0,300.0,89.0,3.0,10.85,36.0,0.15,0.0,QO6CBGLYEY,High School,Unemployed,Married,Yes,Yes,Business,Yes
48.0,120929.0,92205.0,743.0,65.0,1.0,16.18,36.0,0.52,0.0,M4EMDHSE19,Master's,Self-employed,Single,Yes,No,Business,Yes
44.0,51712.0,156421.0,601.0,88.0,1.0,22.87,48.0,0.38,0.0,5BOPZIJM00,Master's,Full-time,Married,No,Yes,Home,Yes
19.0,138520.0,64983.0,826.0,49.0,4.0,2.9,12.0,0.35,0.0,JEIYZZH4BX,Master's,Full-time,Married,Yes,No,Education,Yes
54.0,79836.0,113355.0,323.0,64.0,1.0,2.64,12.0,0.57,0.0,JX6TYU7P6A,Master's,Unemployed,Divorced,Yes,No,Business,Yes
59.0,122855.0,225362.0,472.0,76.0,2.0,6.56,36.0,0.36,0.0,PP8X47Z4KY,Bachelor's,Self-employed,Married,No,No,Business,No
34.0,75092.0,23866.0,380.0,54.0,2.0,7.15,36.0,0.61,0.0,BMWLHAX5GG,Master's,Full-time,Single,No,No,Education,No
67.0,106134.0,127673.0,848.0,43.0,4.0,11.91,12.0,0.54,1.0,CMMLUEPOCH,Bachelor's,Full-time,Single,Yes,Yes,Education,Yes
55.0,60332.0,161996.0,391.0,92.0,2.0,21.29,48.0,0.24,0.0,403VB4KWJL,High School,Part-time,Married,Yes,Yes,Other,Yes
24.0,49001.0,153357.0,707.0,87.0,1.0,10.18,12.0,0.5,0.0,RJFS1BTKIT,Bachelor's,Full-time,Single,No,No,Education,Yes
39.0,62363.0,20874.0,749.0,56.0,4.0,20.44,36.0,0.23,0.0,CM3AOG39XF,Bachelor's,Part-time,Single,No,No,Other,Yes
21.0,120719.0,116451.0,727.0,110.0,4.0,7.9,36.0,0.48,0.0,D9ABA1OWRS,PhD,Self-employed,Single,No,Yes,Education,Yes
55.0,130053.0,45672.0,437.0,35.0,2.0,23.72,60.0,0.8,0.0,3WFX66BEKU,Master's,Part-time,Divorced,Yes,No,Home,No
45.0,103052.0,102933.0,477.0,56.0,4.0,18.06,36.0,0.82,0.0,T26SY5DV0X,Bachelor's,Part-time,Single,Yes,No,Home,Yes
18.0,73968.0,175461.0,510.0,102.0,2.0,9.52,36.0,0.22,0.0,E5MTDIUOVJ,Master's,Self-employed,Married,No,No,Education,Yes
63.0,76765.0,40142.0,645.0,104.0,1.0,16.5,60.0,0.47,0.0,SU7KBND5OU,Master's,Self-employed,Single,No,Yes,Business,No
65.0,100346.0,127188.0,387.0,77.0,3.0,2.26,36.0,0.63,0.0,LWV0Y3UE6J,PhD,Full-time,Single,No,No,Education,Yes
57.0,19235.0,241135.0,346.0,19.0,2.0,16.45,48.0,0.88,0.0,LYZ3AFMJ9T,Bachelor's,Self-employed,Divorced,Yes,No,Auto,Yes
43.0,24234.0,192927.0,563.0,0.0,1.0,21.13,60.0,0.8,1.0,N48ADB2DQF,Master's,Unemployed,Married,Yes,Yes,Home,Yes
66.0,70140.0,97378.0,772.0,1.0,1.0,21.88,12.0,0.84,0.0,G5FTL5H8XI,Bachelor's,Unemployed,Single,Yes,Yes,Auto,Yes
56.0,50790.0,47499.0,303.0,63.0,1.0,19.54,24.0,0.65,0.0,YLXTWIBEQZ,PhD,Part-time,Divorced,No,No,Auto,No
68.0,122403.0,24053.0,824.0,87.0,2.0,17.7,48.0,0.69,0.0,ZP017VXNQ6,Bachelor's,Unemployed,Single,No,Yes,Business,No
68.0,138352.0,162401.0,648.0,2.0,2.0,20.46,36.0,0.44,0.0,001L401XT2,Bachelor's,Self-employed,Married,Yes,No,Education,Yes
42.0,115366.0,73423.0,653.0,58.0,4.0,13.43,12.0,0.76,0.0,CY1Z9UJ2JT,PhD,Self-employed,Divorced,Yes,No,Auto,Yes
38.0,59366.0,200281.0,595.0,12.0,4.0,21.69,12.0,0.68,0.0,9CVSONP7W0,Bachelor's,Part-time,Single,No,Yes,Education,Yes
19.0,89444.0,81667.0,698.0,34.0,1.0,24.2,12.0,0.22,0.0,DFVIXXVJ85,Master's,Self-employed,Divorced,No,Yes,Education,No
36.0,116703.0,111155.0,416.0,10.0,1.0,12.87,36.0,0.29,0.0,P6PTOTV34Y,Bachelor's,Unemployed,Married,No,No,Other,No
58.0,37093.0,46010.0,404.0,15.0,1.0,17.82,36.0,0.52,0.0,XXYEJN6EDZ,Bachelor's,Part-time,Divorced,No,Yes,Auto,No
55.0,49861.0,7782.0,409.0,117.0,3.0,6.44,24.0,0.45,0.0,8CUWLSZ8X2,High School,Full-time,Single,No,No,Other,No
44.0,119720.0,189057.0,737.0,53.0,2.0,7.67,60.0,0.59,0.0,TLZW4Q2JHQ,PhD,Self-employed,Divorced,Yes,No,Other,Yes
62.0,126796.0,180627.0,387.0,110.0,2.0,15.96,48.0,0.77,0.0,OUVERK7EX8,PhD,Part-time,Married,No,No,Business,Yes
60.0,116054.0,183240.0,559.0,9.0,1.0,15.02,24.0,0.22,0.0,2TK4C4ATYJ,PhD,Full-time,Divorced,No,No,Business,Yes
52.0,66412.0,33071.0,476.0,98.0,1.0,8.79,12.0,0.75,0.0,5R55F9JV8H,High School,Unemployed,Divorced,Yes,No,Education,No
25.0,143282.0,211147.0,423.0,44.0,4.0,10.45,60.0,0.3,0.0,YFFLJXN1ZI,Bachelor's,Part-time,Divorced,Yes,No,Education,No
62.0,19568.0,86149.0,542.0,101.0,4.0,23.5,12.0,0.46,0.0,6RKI5YPGK7,Bachelor's,Unemployed,Single,No,Yes,Auto,No
41.0,81663.0,19472.0,391.0,86.0,2.0,7.93,48.0,0.86,0.0,MF2LPCIIB1,Master's,Full-time,Single,Yes,Yes,Other,No
20.0,32315.0,117358.0,622.0,116.0,2.0,15.04,48.0,0.82,0.0,83NLJLHE0Q,PhD,Part-time,Divorced,Yes,No,Auto,No
50.0,51733.0,92804.0,305.0,47.0,3.0,21.28,36.0,0.73,1.0,I6E0RY87D6,Master's,Self-employed,Married,No,Yes,Auto,No
40.0,119367.0,207106.0,493.0,66.0,2.0,24.28,36.0,0.57,1.0,Y63A0D59YJ,PhD,Full-time,Divorced,Yes,Yes,Education,Yes
41.0,65749.0,195462.0,628.0,75.0,2.0,13.54,12.0,0.39,0.0,R6HTZVER9G,High School,Part-time,Single,Yes,Yes,Home,Yes
65.0,88359.0,150228.0,833.0,60.0,2.0,6.4,24.0,0.63,0.0,TFMOSSTQ2Z,Bachelor's,Self-employed,Married,Yes,Yes,Education,Yes
24.0,43600.0,88517.0,568.0,10.0,3.0,16.81,36.0,0.38,0.0,ALC7MS0XNS,PhD,Unemployed,Divorced,Yes,Yes,Education,Yes
65.0,37414.0,189000.0,352.0,14.0,2.0,16.07,36.0,0.8,0.0,U1PHVN38SS,Master's,Self-employed,Single,No,No,Business,No
38.0,35721.0,235481.0,725.0,17.0,2.0,15.9,36.0,0.44,1.0,DDTQW5JJWH,Bachelor's,Part-time,Single,No,Yes,Other,No
32.0,34159.0,90298.0,620.0,95.0,3.0,3.76,48.0,0.79,0.0,KHZTLJDD8N,High School,Part-time,Single,Yes,Yes,Business,Yes
30.0,18224.0,185198.0,713.0,34.0,3.0,10.24,60.0,0.89,0.0,7L9OL37MC4,High School,Part-time,Married,Yes,No,Business,Yes
49.0,149412.0,24437.0,354.0,21.0,2.0,15.63,24.0,0.2,0.0,O6AB1OLFW1,PhD,Part-time,Single,Yes,No,Business,No
61.0,18266.0,249728.0,589.0,53.0,4.0,18.38,12.0,0.4,0.0,OK4TKXQRJ7,Master's,Part-time,Divorced,Yes,Yes,Education,Yes
51.0,78496.0,128946.0,611.0,26.0,2.0,15.84,36.0,0.46,0.0,WDZ5OY61HS,Bachelor's,Full-time,Married,Yes,No,Auto,No
67.0,18406.0,78378.0,741.0,76.0,3.0,16.11,36.0,0.27,0.0,P3E32WY4A7,Bachelor's,Self-employed,Single,No,No,Auto,Yes
64.0,84734.0,110613.0,729.0,55.0,4.0,21.24,24.0,0.78,0.0,VWVLGCGNRS,PhD,Unemployed,Single,No,No,Education,Yes
67.0,73425.0,25695.0,385.0,74.0,1.0,4.88,36.0,0.45,0.0,KJ1I6IV8UI,Master's,Part-time,Divorced,Yes,Yes,Home,No
33.0,91672.0,133573.0,535.0,99.0,3.0,24.82,48.0,0.67,1.0,D5RQ9245L3,High School,Unemployed,Married,Yes,No,Business,No
40.0,119033.0,230283.0,621.0,78.0,1.0,19.77,36.0,0.53,0.0,HLVLGY9QD1,PhD,Part-time,Married,Yes,No,Auto,Yes
43.0,114961.0,130025.0,760.0,91.0,1.0,4.07,48.0,0.54,0.0,A2ERMVRQP6,PhD,Unemployed,Married,No,No,Business,No
37.0,32390.0,115144.0,772.0,82.0,2.0,18.72,24.0,0.2,0.0,J4G700JEAD,PhD,Part-time,Married,No,Yes,Home,No
23.0,51018.0,203734.0,724.0,19.0,4.0,10.24,24.0,0.58,1.0,E6XV2L18F8,Bachelor's,Part-time,Single,Yes,No,Home,Yes
47.0,128667.0,29710.0,401.0,62.0,2.0,19.52,60.0,0.33,0.0,5I1DFN5FGY,PhD,Part-time,Single,No,Yes,Home,Yes
67.0,68656.0,110551.0,489.0,9.0,1.0,13.76,60.0,0.52,0.0,33ITY6FDS4,Master's,Unemployed,Divorced,No,Yes,Other,No
60.0,102913.0,152321.0,431.0,108.0,2.0,21.57,24.0,0.9,0.0,OK6M92WGX5,High School,Self-employed,Divorced,No,No,Education,No
20.0,51564.0,249214.0,639.0,72.0,3.0,23.81,24.0,0.48,0.0,I39XT6YESZ,PhD,Full-time,Divorced,Yes,Yes,Home,No
22.0,112825.0,63433.0,746.0,104.0,2.0,15.26,36.0,0.8,0.0,WPSXDQHZ4C,Bachelor's,Unemployed,Divorced,Yes,No,Other,No
66.0,135671.0,102239.0,697.0,28.0,1.0,10.92,60.0,0.11,0.0,SIOP74QZYK,High School,Self-employed,Married,No,Yes,Business,Yes
63.0,114450.0,144482.0,514.0,32.0,4.0,14.12,60.0,0.41,0.0,LQCNF2EY7J,High School,Part-time,Divorced,No,No,Home,Yes
43.0,93806.0,213712.0,829.0,25.0,3.0,23.81,24.0,0.32,0.0,ZD9OMGLPUY,High School,Unemployed,Divorced,No,No,Other,No
51.0,40065.0,64059.0,582.0,91.0,2.0,20.92,60.0,0.39,0.0,Y15WA72AT4,Master's,Unemployed,Divorced,No,Yes,Education,Yes
57.0,100377.0,32959.0,773.0,35.0,2.0,12.19,48.0,0.53,0.0,48PQWPH8AI,High School,Unemployed,Divorced,Yes,Yes,Business,Yes
50.0,57315.0,242302.0,594.0,8.0,2.0,3.33,48.0,0.86,0.0,3IC7MEUF0T,High School,Part-time,Single,Yes,No,Business,Yes
61.0,23316.0,131602.0,397.0,27.0,3.0,8.42,24.0,0.63,0.0,29Y95DF3C6,High School,Part-time,Married,No,No,Other,No
54.0,137749.0,189007.0,539.0,23.0,2.0,15.37,24.0,0.79,0.0,B1CKQVVQ2O,PhD,Part-time,Single,Yes,No,Business,Yes
52.0,28756.0,203830.0,665.0,35.0,4.0,8.85,24.0,0.41,1.0,C1SD93U4EM,High School,Part-time,Divorced,Yes,Yes,Business,No
32.0,34901.0,209926.0,806.0,99.0,2.0,23.24,48.0,0.42,0.0,FIR9KE5G69,Bachelor's,Self-employed,Single,Yes,No,Business,No
51.0,100903.0,176781.0,578.0,86.0,2.0,10.74,24.0,0.58,0.0,OMTYSUCA7A,High School,Part-time,Divorced,Yes,No,Education,Yes
42.0,69356.0,235469.0,785.0,38.0,1.0,19.39,60.0,0.21,0.0,629SCBMAID,PhD,Unemployed,Divorced,No,No,Business,No
27.0,33529.0,210921.0,410.0,69.0,2.0,11.18,60.0,0.73,1.0,AU46JJ6VAS,Bachelor's,Self-employed,Single,Yes,Yes,Education,No
54.0,51695.0,85040.0,440.0,52.0,3.0,5.35,12.0,0.15,0.0,8483N2VXOL,High School,Part-time,Single,No,No,Education,Yes
61.0,140963.0,26795.0,449.0,80.0,4.0,3.59,36.0,0.37,0.0,JHH1PJFQ3H,High School,Unemployed,Divorced,Yes,No,Auto,Yes
19.0,82626.0,55742.0,543.0,60.0,2.0,6.19,48.0,0.56,0.0,WRX4WJKMYO,High School,Unemployed,Single,Yes,Yes,Home,Yes
40.0,76741.0,194945.0,548.0,116.0,1.0,2.14,24.0,0.45,0.0,I1ZAWUDLTN,High School,Self-employed,Divorced,Yes,Yes,Home,No
66.0,122979.0,97668.0,698.0,62.0,4.0,5.7,24.0,0.26,0.0,HQH2KRVTIF,Master's,Part-time,Married,No,No,Other,No
35.0,122873.0,74416.0,800.0,80.0,3.0,12.19,24.0,0.71,0.0,49WOJX08GC,High School,Unemployed,Divorced,Yes,Yes,Business,No
60.0,98931.0,51152.0,770.0,59.0,2.0,9.41,60.0,0.65,0.0,S2Q9O1X5FM,Master's,Full-time,Married,No,No,Education,Yes
19.0,130162.0,226600.0,816.0,108.0,2.0,2.62,48.0,0.52,0.0,ZU0AEFPAI7,Master's,Full-time,Single,Yes,Yes,Other,No
32.0,114062.0,161569.0,460.0,105.0,4.0,8.3,60.0,0.8,0.0,N71BPN4C9P,PhD,Self-employed,Divorced,Yes,Yes,Other,No
65.0,22236.0,5765.0,524.0,54.0,1.0,4.89,60.0,0.3,0.0,2KTT14MRYS,Bachelor's,Unemployed,Single,No,No,Other,Yes
21.0,149959.0,158188.0,330.0,50.0,2.0,10.76,36.0,0.89,0.0,S6478E4JQH,Bachelor's,Full-time,Married,No,Yes,Other,Yes
33.0,41366.0,149968.0,414.0,97.0,4.0,23.17,12.0,0.4,0.0,6ZRKQIQUS0,PhD,Self-employed,Married,Yes,Yes,Home,No
38.0,142103.0,139283.0,786.0,101.0,3.0,2.68,36.0,0.72,0.0,KEJ4T4V40T,High School,Part-time,Divorced,No,No,Business,Yes
27.0,48366.0,217428.0,756.0,0.0,4.0,3.49,60.0,0.35,0.0,Q9K7CSWHK0,Master's,Full-time,Divorced,Yes,No,Home,No
57.0,105621.0,117050.0,793.0,35.0,4.0,11.82,60.0,0.43,0.0,F3346E1U9X,PhD,Part-time,Divorced,No,Yes,Home,No
20.0,32079.0,141343.0,587.0,62.0,4.0,2.18,48.0,0.43,0.0,5AY0A1H70Z,Master's,Part-time,Single,Yes,Yes,Home,No
19.0,18521.0,97846.0,442.0,46.0,3.0,5.21,12.0,0.17,0.0,F0W36BNS2D,Bachelor's,Unemployed,Married,No,No,Business,Yes
36.0,140881.0,211180.0,646.0,22.0,4.0,15.12,12.0,0.63,0.0,33YBJVVFED,High School,Part-time,Single,No,No,Other,Yes
48.0,109271.0,51255.0,819.0,69.0,3.0,11.15,60.0,0.52,0.0,5SGY3XKLA1,Master's,Full-time,Divorced,Yes,No,Other,No
43.0,88698.0,110349.0,338.0,30.0,1.0,18.56,12.0,0.86,0.0,NWQIP7F6DG,High School,Unemployed,Single,Yes,Yes,Business,No
25.0,103046.0,221955.0,803.0,35.0,4.0,5.29,36.0,0.89,0.0,5BJYI6SQY4,PhD,Part-time,Divorced,No,No,Education,Yes
